0,1,2,3,4,5,6,7,8,9,10
pork,frozen potato products,curd cheese,,,,,,,,
sausage,margarine,,,,,,,,,
waffles,brown bread,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
baking powder,butter,,,,,,,,,
brown bread,curd,,,,,,,,,
berries,sugar,,,,,,,,,
soda,pastry,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
other vegetables,curd,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
soft cheese,pork,white bread,fruit/vegetable juice,,,,,,,
canned fish,cocoa drinks,,,,,,,,,
other vegetables,margarine,other vegetables,,,,,,,,
onions,soda,,,,,,,,,
chicken,pastry,,,,,,,,,
domestic eggs,berries,,,,,,,,,
grapes,curd,,,,,,,,,
onions,rolls/buns,,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
other vegetables,whole milk,house keeping products,,,,,,,,
pip fruit,whole milk,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
napkins,coffee,,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
pip fruit,bottled water,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
frankfurter,frozen meals,,,,,,,,,
butter,sliced cheese,,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
other vegetables,curd,tropical fruit,brown bread,bottled beer,,,,,,
beef,chocolate,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
napkins,mayonnaise,,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
white wine,sugar,,,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
newspapers,frozen meals,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
turkey,rolls/buns,,,,,,,,,
bottled beer,pastry,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pip fruit,onions,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,soda,pickled vegetables,,,,,,,,
other vegetables,red/blush wine,curd,,,,,,,,
beef,whole milk,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
pip fruit,pork,brown bread,whole milk,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
beverages,whole milk,,,,,,,,,
newspapers,cake bar,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
beef,napkins,,,,,,,,,
root vegetables,ice cream,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
beef,yogurt,,,,,,,,,
tropical fruit,pastry,rolls/buns,,,,,,,,
oil,butter milk,cling film/bags,pastry,,,,,,,
condensed milk,processed cheese,rolls/buns,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
beef,Instant food products,,,,,,,,,
sausage,soda,other vegetables,,,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
specialty cheese,meat,cat food,bottled beer,newspapers,,,,,,
packaged fruit/vegetables,berries,,,,,,,,,
other vegetables,curd,,,,,,,,,
frankfurter,canned fish,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
brown bread,bottled water,,,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
yogurt,condensed milk,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
brown bread,skin care,whipped/sour cream,,,,,,,,
hard cheese,bottled water,root vegetables,brown bread,,,,,,,
cream,shopping bags,,,,,,,,,
pork,brown bread,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,soft cheese,frozen vegetables,,,,,,,,
domestic eggs,pastry,,,,,,,,,
instant coffee,berries,,,,,,,,,
ice cream,red/blush wine,fruit/vegetable juice,,,,,,,,
oil,candy,,,,,,,,,
butter milk,long life bakery product,,,,,,,,,
soda,specialty bar,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,
beverages,red/blush wine,,,,,,,,,
frozen meals,jam,,,,,,,,,
fish,canned beer,chocolate,,,,,,,,
coffee,other vegetables,specialty cheese,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
other vegetables,brown bread,whipped/sour cream,,,,,,,,
sausage,tropical fruit,,,,,,,,,
frankfurter,sugar,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,liver loaf,yogurt,fruit/vegetable juice,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
frozen meals,soda,,,,,,,,,
pip fruit,tidbits,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
whole milk,salty snack,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,,,,,,,,
chocolate,white wine,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
newspapers,frozen vegetables,long life bakery product,,,,,,,,
butter,waffles,,,,,,,,,
curd cheese,popcorn,,,,,,,,,
onions,pip fruit,dog food,,,,,,,,
bottled water,pastry,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
pork,sugar,,,,,,,,,
soda,soda,domestic eggs,,,,,,,,
curd,spices,frozen fish,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
butter milk,hard cheese,,,,,,,,,
tropical fruit,dishes,other vegetables,,,,,,,,
yogurt,pastry,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
pork,yogurt,whole milk,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
pork,yogurt,,,,,,,,,
soda,white wine,processed cheese,,,,,,,,
chocolate,butter,,,,,,,,,
whole milk,sausage,pastry,spices,soda,,,,,,
frankfurter,hamburger meat,,,,,,,,,
bottled water,frozen dessert,root vegetables,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
other vegetables,whole milk,,,,,,,,,
hamburger meat,chewing gum,curd,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
whole milk,curd,yogurt,,,,,,,,
bottled water,bottled water,,,,,,,,,
yogurt,white bread,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
canned vegetables,whole milk,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,curd,,,,,,,,,
packaged fruit/vegetables,pet care,,,,,,,,,
other vegetables,other vegetables,newspapers,pip fruit,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
napkins,frozen vegetables,,,,,,,,,
zwieback,bottled water,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
soft cheese,spices,,,,,,,,,
pip fruit,yogurt,syrup,,,,,,,,
citrus fruit,candy,,,,,,,,,
napkins,dessert,,,,,,,,,
root vegetables,skin care,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
meat,canned beer,yogurt,,,,,,,,
beef,baking powder,,,,,,,,,
canned beer,sugar,,,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
pork,bottled water,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
soda,red/blush wine,root vegetables,butter milk,,,,,,,
root vegetables,whole milk,,,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
soda,other vegetables,,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
pork,semi-finished bread,,,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
finished products,bottled beer,,,,,,,,,
hygiene articles,chocolate,soups,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
beef,pip fruit,bottled water,margarine,hygiene articles,,,,,,
yogurt,curd,rolls/buns,whipped/sour cream,,,,,,,
brown bread,curd,,,,,,,,,
baking powder,liqueur,,,,,,,,,
chocolate,whole milk,,,,,,,,,
cream cheese ,whipped/sour cream,napkins,,,,,,,,
canned beer,cookware,,,,,,,,,
canned beer,dishes,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,hygiene articles,pot plants,soda,,,,
bottled water,tropical fruit,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
rolls/buns,yogurt,,,,,,,,,
candles,chewing gum,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
frozen vegetables,rolls/buns,curd cheese,,,,,,,,
ham,specialty bar,,,,,,,,,
hamburger meat,baking powder,dessert,,,,,,,,
meat,butter,,,,,,,,,
whole milk,white bread,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
whipped/sour cream,bottled water,specialty vegetables,,,,,,,,
beef,white bread,,,,,,,,,
pip fruit,whole milk,whole milk,,,,,,,,
tropical fruit,beverages,,,,,,,,,
berries,frozen meals,dish cleaner,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
soft cheese,specialty chocolate,,,,,,,,,
bottled water,canned beer,,,,,,,,,
whole milk,grapes,chocolate,pot plants,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
misc. beverages,shopping bags,yogurt,,,,,,,,
other vegetables,yogurt,other vegetables,flour,,,,,,,
sausage,butter,,,,,,,,,
soups,coffee,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,soda,,,,,,,,,
long life bakery product,citrus fruit,rolls/buns,,,,,,,,
soda,pork,curd,Instant food products,,,,,,,
newspapers,red/blush wine,,,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
soda,frozen dessert,pickled vegetables,,,,,,,,
cereals,frozen vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,shopping bags,soda,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
mustard,whole milk,tropical fruit,whole milk,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
frankfurter,sausage,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
whole milk,soda,bottled water,pastry,,,,,,,
whole milk,beef,,,,,,,,,
bottled beer,hamburger meat,other vegetables,,,,,,,,
sausage,whipped/sour cream,waffles,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
pastry,bottled beer,,,,,,,,,
specialty bar,waffles,,,,,,,,,
dish cleaner,pet care,,,,,,,,,
herbs,chewing gum,,,,,,,,,
tropical fruit,dessert,rolls/buns,long life bakery product,,,,,,,
cream cheese ,brown bread,,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
soda,pet care,butter,,,,,,,,
pork,whole milk,,,,,,,,,
yogurt,UHT-milk,,,,,,,,,
hamburger meat,pork,,,,,,,,,
whole milk,coffee,,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
grapes,berries,brown bread,,,,,,,,
white bread,whole milk,pastry,shopping bags,,,,,,,
UHT-milk,berries,shopping bags,,,,,,,,
coffee,UHT-milk,,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
liquor,whole milk,,,,,,,,,
sausage,waffles,,,,,,,,,
whole milk,flour,,,,,,,,,
yogurt,specialty chocolate,specialty bar,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
cream cheese ,pastry,,,,,,,,,
coffee,white bread,,,,,,,,,
beef,shopping bags,,,,,,,,,
sausage,pip fruit,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
rolls/buns,oil,beverages,bottled water,,,,,,,
rolls/buns,dessert,,,,,,,,,
canned beer,butter,margarine,domestic eggs,,,,,,,
root vegetables,frozen potato products,,,,,,,,,
rice,coffee,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
onions,whole milk,,,,,,,,,
pastry,newspapers,,,,,,,,,
chicken,soda,,,,,,,,,
soft cheese,napkins,,,,,,,,,
pastry,brown bread,,,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
flower soil/fertilizer,whole milk,,,,,,,,,
newspapers,chocolate,,,,,,,,,
soda,cleaner,cling film/bags,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
whole milk,butter,,,,,,,,,
root vegetables,detergent,,,,,,,,,
beef,bottled water,bottled water,,,,,,,,
napkins,pastry,,,,,,,,,
beef,berries,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,canned beer,,,,,,,,,
soda,root vegetables,,,,,,,,,
root vegetables,snack products,,,,,,,,,
bottled water,curd,domestic eggs,yogurt,newspapers,,,,,,
fish,chocolate,,,,,,,,,
other vegetables,dishes,,,,,,,,,
hard cheese,bottled beer,whole milk,liquor (appetizer),,,,,,,
other vegetables,red/blush wine,rolls/buns,frozen vegetables,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
grapes,onions,,,,,,,,,
UHT-milk,margarine,,,,,,,,,
bottled water,coffee,,,,,,,,,
beef,yogurt,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
curd,rice,other vegetables,canned fish,,,,,,,
pork,pastry,,,,,,,,,
root vegetables,dessert,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
soap,brown bread,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
bottled water,yogurt,seasonal products,,,,,,,,
meat,canned beer,soda,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
chocolate marshmallow,yogurt,detergent,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
rolls/buns,butter,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
brown bread,oil,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
hygiene articles,canned fish,,,,,,,,,
fruit/vegetable juice,pot plants,,,,,,,,,
pastry,newspapers,,,,,,,,,
canned beer,ice cream,,,,,,,,,
sugar,citrus fruit,napkins,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
margarine,brandy,root vegetables,shopping bags,,,,,,,
white bread,zwieback,,,,,,,,,
whole milk,yogurt,softener,,,,,,,,
whole milk,yogurt,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
root vegetables,onions,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
sausage,chocolate,specialty chocolate,cocoa drinks,,,,,,,
tropical fruit,salty snack,,,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
canned beer,specialty chocolate,other vegetables,cream cheese ,,,,,,,
pork,soda,rolls/buns,brown bread,,,,,,,
pork,butter,,,,,,,,,
pork,root vegetables,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
tropical fruit,flower (seeds),,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
root vegetables,pip fruit,coffee,,,,,,,,
tropical fruit,dishes,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
grapes,other vegetables,,,,,,,,,
whole milk,waffles,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
onions,canned beer,flower (seeds),,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
citrus fruit,rolls/buns,,,,,,,,,
canned beer,brown bread,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
whole milk,soda,,,,,,,,,
ham,napkins,rice,,,,,,,,
whole milk,ice cream,,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
sausage,margarine,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,dishes,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
onions,cat food,,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
frozen vegetables,pastry,,,,,,,,,
chocolate,oil,domestic eggs,fruit/vegetable juice,frozen vegetables,rolls/buns,,,,,
beef,cat food,,,,,,,,,
white wine,curd,,,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
butter,newspapers,,,,,,,,,
frozen vegetables,beef,UHT-milk,abrasive cleaner,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,whole milk,specialty bar,,,,,,
brown bread,brown bread,,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
pip fruit,sliced cheese,sugar,,,,,,,,
tropical fruit,mustard,,,,,,,,,
liver loaf,soda,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
vinegar,whole milk,bottled beer,,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
sausage,rolls/buns,,,,,,,,,
misc. beverages,berries,,,,,,,,,
yogurt,yogurt,,,,,,,,,
beverages,soda,,,,,,,,,
turkey,onions,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
sausage,other vegetables,tropical fruit,mayonnaise,,,,,,,
soda,processed cheese,instant coffee,,,,,,,,
margarine,newspapers,,,,,,,,,
pastry,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
root vegetables,herbs,cream cheese ,,,,,,,,
ham,whole milk,,,,,,,,,
beef,yogurt,,,,,,,,,
beef,coffee,,,,,,,,,
curd,brown bread,whole milk,chewing gum,,,,,,,
sausage,beef,,,,,,,,,
sausage,canned beer,,,,,,,,,
canned beer,potato products,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
whole milk,whole milk,sausage,newspapers,soda,flour,bottled water,liquor,,,
beef,UHT-milk,misc. beverages,,,,,,,,
beef,rolls/buns,butter,,,,,,,,
other vegetables,beef,tropical fruit,brown bread,cat food,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
shopping bags,root vegetables,curd,,,,,,,,
citrus fruit,sparkling wine,bottled water,,,,,,,,
domestic eggs,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
beef,beef,,,,,,,,,
hamburger meat,canned beer,other vegetables,canned fruit,,,,,,,
soda,long life bakery product,pastry,,,,,,,,
yogurt,red/blush wine,margarine,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
whole milk,other vegetables,,,,,,,,,
canned beer,coffee,,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
dental care,soda,,,,,,,,,
pork,bottled water,,,,,,,,,
other vegetables,frankfurter,rolls/buns,coffee,ice cream,,,,,,
white wine,dishes,,,,,,,,,
rolls/buns,bottled beer,dishes,pip fruit,whole milk,hard cheese,brown bread,soda,,,
canned vegetables,white bread,,,,,,,,,
sausage,prosecco,pot plants,,,,,,,,
chicken,whole milk,,,,,,,,,
bottled water,coffee,sugar,bottled water,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
whole milk,sliced cheese,dish cleaner,,,,,,,,
chicken,ice cream,,,,,,,,,
sausage,butter,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
sausage,margarine,,,,,,,,,
liquor,cream,coffee,,,,,,,,
citrus fruit,meat,,,,,,,,,
chicken,pork,brandy,,,,,,,,
beef,citrus fruit,pastry,,,,,,,,
herbs,spread cheese,rolls/buns,,,,,,,,
tropical fruit,grapes,,,,,,,,,
cake bar,bottled beer,,,,,,,,,
bottled water,dessert,,,,,,,,,
tropical fruit,yogurt,brown bread,shopping bags,,,,,,,
sausage,frozen vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
root vegetables,coffee,,,,,,,,,
pip fruit,male cosmetics,dishes,dessert,rice,,,,,,
rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
tropical fruit,organic products,,,,,,,,,
beef,whole milk,,,,,,,,,
frankfurter,pork,pastry,canned vegetables,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,sugar,,,,,,,,,
Instant food products,soda,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
fruit/vegetable juice,chocolate,cat food,coffee,,,,,,,
candy,berries,mustard,,,,,,,,
pork,domestic eggs,,,,,,,,,
snack products,liquor (appetizer),,,,,,,,,
canned beer,herbs,,,,,,,,,
other vegetables,yogurt,brown bread,,,,,,,,
chocolate,dessert,,,,,,,,,
tropical fruit,bottled water,long life bakery product,,,,,,,,
sausage,soda,,,,,,,,,
whole milk,cookware,brown bread,bottled beer,,,,,,,
pastry,other vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
meat,ice cream,,,,,,,,,
pastry,roll products ,,,,,,,,,
misc. beverages,bottled beer,dishes,onions,,,,,,,
ice cream,whole milk,margarine,whole milk,,,,,,,
other vegetables,candy,napkins,,,,,,,,
whole milk,napkins,,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
dishes,yogurt,,,,,,,,,
hamburger meat,beverages,margarine,,,,,,,,
sausage,bottled water,,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
herbs,curd,,,,,,,,,
curd,butter,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
soda,whole milk,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
ice cream,whole milk,,,,,,,,,
UHT-milk,herbs,butter,oil,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
rolls/buns,domestic eggs,napkins,,,,,,,,
rum,coffee,sliced cheese,,,,,,,,
hamburger meat,frozen potato products,whole milk,citrus fruit,semi-finished bread,napkins,,,,,
beef,onions,,,,,,,,,
root vegetables,sugar,,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
newspapers,soups,,,,,,,,,
sugar,candy,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
hamburger meat,soda,,,,,,,,,
beef,sweet spreads,,,,,,,,,
nut snack,bottled water,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
other vegetables,soda,,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
pastry,oil,potato products,,,,,,,,
citrus fruit,flower (seeds),domestic eggs,,,,,,,,
root vegetables,herbs,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
